0.14016,-0.81513
0.12322,-0.82801
0.12799,-0.82156
0.14204,-0.79809
0.1121,-0.84295
0.12676,-0.8305
0.13529,-0.82749
0.13227,-0.82604
0.12472,-0.83022
0.13571,-0.81224
0.13578,-0.77307
0.14598,-0.79125
0.12721,-0.81368
0.13843,-0.79191
0.12017,-0.81328
0.14839,-0.78729
0.12847,-0.81737
0.12484,-0.80563
0.11712,-0.83323
0.12168,-0.84863
0.11929,-0.82113
0.13653,-0.7765
0.12992,-0.79587
0.13117,-0.81448
0.13394,-0.80514
0.1278,-0.82698
0.1132,-0.82842
0.11942,-0.82386
0.12548,-0.80657
0.12399,-0.82221
0.12137,-0.84175
0.13214,-0.81165
0.13066,-0.82548
0.12193,-0.8267
0.15232,-0.77554
0.11686,-0.82434
0.12436,-0.80729
0.13176,-0.81645
0.12113,-0.81521
0.12129,-0.79054
0.12956,-0.79481
0.14041,-0.81424
0.13275,-0.82282
0.12651,-0.80249
0.13238,-0.81366
0.12315,-0.82971
0.12283,-0.80402
0.13161,-0.8086
0.12925,-0.80203
0.12274,-0.81703
0.1388,-0.81886
0.1209,-0.83552
0.13537,-0.79914
0.13572,-0.8086
0.1237,-0.80697
0.14191,-0.79964
0.11607,-0.81424
0.13063,-0.79569
0.12889,-0.81734
0.12903,-0.8074
0.12785,-0.83302
0.13118,-0.82856
0.12527,-0.82443
0.12986,-0.80143
0.15185,-0.77744
0.14971,-0.75738
0.13271,-0.81739
0.14537,-0.80216
0.1225,-0.82766
0.1237,-0.82
0.13801,-0.78939
0.1331,-0.81115
0.11725,-0.82896
0.12095,-0.81829
0.14465,-0.81246
0.13267,-0.83093
0.12187,-0.81521
0.13022,-0.81053
0.12721,-0.81225
0.12485,-0.80862
0.13892,-0.80238
0.1342,-0.81721
0.12733,-0.83564
0.12498,-0.80865
0.12388,-0.82132
0.12014,-0.82709
0.12914,-0.79977
0.1321,-0.80165
0.13939,-0.81344
0.1221,-0.81182
0.1353,-0.80155
0.14286,-0.79046
0.13137,-0.81766
0.12698,-0.80968
0.12467,-0.79815
0.12956,-0.83636
0.12341,-0.83162
0.12447,-0.83953
0.1427,-0.78888
0.12044,-0.83813
0.12713,-0.81904
0.1265,-0.81247
0.12769,-0.79511
0.11963,-0.83331
0.13208,-0.83
0.12902,-0.79986
0.11835,-0.83306
0.13475,-0.79984
0.12993,-0.80831
0.1211,-0.83059
0.13761,-0.78949
0.13591,-0.80995
0.1279,-0.82526
0.13423,-0.79619
0.12319,-0.81092
0.16165,-0.77916
0.11382,-0.81527
0.14915,-0.79435
0.11336,-0.83415
0.1313,-0.8181
0.14099,-0.80544
0.12836,-0.82984
0.1313,-0.84252
0.12725,-0.8112
0.13072,-0.81004
0.13312,-0.81807
0.12403,-0.82125
0.13833,-0.78931
0.13949,-0.79772
0.14098,-0.80153
0.12361,-0.81315
0.13294,-0.80585
0.13607,-0.80746
0.11425,-0.85192
0.12247,-0.81221
0.12447,-0.82442
0.12796,-0.81261
0.12295,-0.82874
0.13625,-0.7996
0.12514,-0.81665
0.14052,-0.80151
0.13089,-0.81581
0.12799,-0.83412
0.12241,-0.84196
0.13385,-0.82155
0.12319,-0.82398
0.12901,-0.81324
0.1382,-0.79985
0.12288,-0.81115
0.12042,-0.81082
0.12733,-0.80197
0.12532,-0.79464
0.13375,-0.79856
0.11732,-0.8357
0.12371,-0.81936
0.12343,-0.82871
0.12868,-0.81468
0.12766,-0.79588
0.13287,-0.79399
0.13521,-0.80946
0.13501,-0.79239
0.1281,-0.82367
0.14292,-0.79553
0.13358,-0.80094
0.12464,-0.80849
0.13209,-0.82306
0.12526,-0.81787
0.11765,-0.83365
0.1323,-0.79153
0.13681,-0.81895
0.13653,-0.79817
0.13172,-0.80865
0.13444,-0.808
0.14242,-0.79947
0.13723,-0.80518
0.1413,-0.81616
0.12983,-0.78479
0.1164,-0.83969
0.13003,-0.80966
0.13985,-0.81056
0.13555,-0.80736
0.136,-0.78877
0.12769,-0.82997
0.12961,-0.81708
0.12224,-0.81905
0.12317,-0.82176
0.12368,-0.821
0.12776,-0.81348
0.12767,-0.79351
0.1319,-0.81525
0.12972,-0.81806
0.12978,-0.82467
0.14771,-0.76827
0.13161,-0.80323
0.14071,-0.77707
0.11626,-0.82779
0.12493,-0.80268
0.1263,-0.81691
0.13424,-0.80756
0.13685,-0.80027
0.13818,-0.81967
0.13915,-0.81008
0.12405,-0.82016
0.13351,-0.77867
0.1197,-0.83214
0.1316,-0.8168
0.12212,-0.83045
0.1248,-0.82592
0.1271,-0.82383
0.12137,-0.83458
0.14323,-0.80107
0.12504,-0.838
0.12091,-0.80751
0.12653,-0.81253
0.12988,-0.79615
0.12102,-0.80658
0.11491,-0.8208
